#;Player;Score;Kills;Death;Damage;Map Count;Teams;Maps;Rounds;K-D Diff;K/D;Rating1.0;First Place;Second Place;Third Place;Earnings
;aNdz;;;;;;['epiphany-bolt', 'bx3', 'tempno'];224.0;5863.0;-656.0;0.84;0.87;;;;
886.0;aVN;5.7;0.61;0.68;67.11;211.0;['zero-tenacity', '4glory', 'lvlup'];994.0;25902.0;-1221.0;0.93;0.92;;;;
;abE;;;;;;['splyce', '3sup', 'affnity'];237.0;6084.0;-270.0;0.94;0.96;;;;
819.0;abizz;5.8;0.62;0.68;69.56;40.0;;;;;;;;;;
;ableJ;;;;;;['furia', 'furia-academy', 'w7m'];372.0;9544.0;299.0;1.05;1.0;6.0;8.0;5.0;$77,273
450.0;abr;6.0;0.65;0.61;70.82;110.0;['meta', 'keyd'];505.0;13049.0;289.0;1.03;0.99;;;;
;acAp;;;;;;['frostfire', 'mvpkarnal', 'fire-dragoon', 'jyp'];342.0;8996.0;-351.0;0.95;0.96;;;;
379.0;acoR;6.1;0.67;0.62;68.24;363.0;['tricked', 'gamerlegion', 'north-academy', 'mad-lions', 'mouz'];1315.0;34187.0;2467.0;1.11;1.06;14.0;15.0;18.0;$323,342
242.0;adamS;6.1;0.67;0.66;77.27;301.0;['koi', 'nexus', 'movistar-riders'];582.0;15156.0;192.0;1.02;1.0;;;;
;adamb;;;;;;['metizport', 'young-ninjas'];485.0;11964.0;-79.0;0.99;0.98;;;;
;adreN;;;;;;['liquid', 'mythic'];697.0;18241.0;380.0;1.03;1.0;21.0;14.0;12.0;$93,012
1067.0;advent;5.2;0.48;0.68;56.53;190.0;['vici', 'vgcyberzen', 'rare-atom'];1339.0;34057.0;-3157.0;0.86;0.86;34.0;27.0;16.0;$178,010
129.0;afro;6.3;0.71;0.63;73.29;289.0;['fnatic', 'dbl-poney', 'heet', 'ldlc'];864.0;22814.0;1719.0;1.12;1.07;;;;
800.0;agR;5.8;0.62;0.7;67.52;32.0;;;;;;;;;;
;ahl;;;;;;;;;;;;14.0;6.0;5.0;$65,259
326.0;aidKiT;6.1;0.68;0.63;69.54;121.0;['bluejays'];528.0;13930.0;396.0;1.04;1.01;;;;
;aimaNNN;;;;;;['frostfire', 'mvpkarnal', 'fire-dragoon'];298.0;7819.0;-195.0;0.96;0.95;;;;
407.0;aizy;6.0;0.66;0.7;76.7;49.0;['north', 'dignitas', 'faze'];1659.0;43577.0;1196.0;1.04;1.03;16.0;11.0;23.0;$333,181
993.0;akEz;5.5;0.58;0.71;65.65;30.0;;;;;;;;;;
;akez;;;;;;['777', 'apeks'];572.0;15395.0;-1114.0;0.9;0.91;;;;
;alecks;;;;;;['boot', 'boot-ds'];239.0;6228.0;-693.0;0.84;0.86;;;;
987.0;aleph;5.6;0.57;0.71;66.41;41.0;;;;;;;;;;
432.0;alex;6.0;0.65;0.66;74.46;316.0;['movistar-riders'];1545.0;40682.0;1376.0;1.05;1.02;31.0;15.0;22.0;$132,100
390.0;alex666;6.0;0.68;0.67;77.08;105.0;['betera', 'b8'];208.0;5428.0;15.0;1.0;0.99;;;;
;alexRr;;;;;;['expert', 'planetkey', 'divizon'];433.0;11346.0;-554.0;0.93;0.95;;;;
762.0;alexsomfan;5.8;0.6;0.69;70.54;33.0;['aab', 'great-danes', 'sashi', 'los-reyes', 'cepter'];275.0;7376.0;-303.0;0.94;0.93;;;;
625.0;aliStair;5.9;0.64;0.64;65.53;206.0;['order', 'chiefs', 'grayhound', 'renegades'];1266.0;31773.0;3144.0;1.16;1.09;19.0;17.0;14.0;$75,663
;allen;;;;;;;;;;;;17.0;13.0;6.0;$82,450
109.0;allu;6.3;0.72;0.66;74.7;175.0;['jano', 'ence', 'ninjas-in-pyjamas', 'faze'];1928.0;50554.0;5236.0;1.16;1.1;36.0;29.0;29.0;$431,861
831.0;almazer;5.7;0.6;0.68;68.37;101.0;['forze'];1355.0;36390.0;645.0;1.03;1.0;22.0;14.0;12.0;$140,067
596.0;alpha;5.9;0.63;0.67;71.8;99.0;;;;;;;;;;
;alter;;;;;;['bad-news-bears', 'iceberg', 'blitzkrieg'];274.0;7211.0;-62.0;0.99;1.0;;;;
939.0;amster;5.6;0.57;0.67;66.53;191.0;['ec-kyiv', 'b8'];589.0;15628.0;-903.0;0.91;0.91;;;;
59.0;anarkez;6.3;0.73;0.6;72.98;162.0;['secret', 'finest', 'eclot'];1016.0;26971.0;2351.0;1.14;1.08;14.0;6.0;7.0;$67,672
526.0;andrew;6.0;0.65;0.7;74.72;42.0;;;;;;;;;;
;anger;;;;;;['mythic', 'winterfox', 'denial', 'luminosity'];682.0;17700.0;-229.0;0.98;0.98;;;;
1063.0;ap0c;5.2;0.53;0.77;65.28;32.0;['avant', 'tainted-minds', 'looking-for-org', 'chiefs'];970.0;24817.0;50.0;1.0;1.0;;;;
778.0;apEX;5.8;0.6;0.67;73.04;602.0;['vitality', 'envy', 'g2', 'titan'];2244.0;58723.0;5.0;1.0;1.0;58.0;31.0;29.0;$1,444,628
434.0;apocdud;6.0;0.68;0.7;74.44;50.0;['vertex', 'chiefs', 'genuine'];892.0;22807.0;38.0;1.0;0.99;;;;
;aproto;;;;;;['clg-academy', 'vision', 'blackout'];383.0;10053.0;85.0;1.01;1.01;;;;
622.0;arT;5.9;0.65;0.71;74.47;510.0;['furia'];1218.0;31409.0;-317.0;0.99;0.99;26.0;21.0;20.0;$362,954
383.0;arTisT;6.0;0.67;0.67;71.61;139.0;['viperio', 'coalesce', 'umx', 'fambit'];416.0;10878.0;338.0;1.05;1.02;;;;
714.0;aragornN;5.8;0.63;0.7;73.17;60.0;;;;;;;;;;
958.0;arcade;5.6;0.59;0.71;68.81;56.0;;;;;;;;;;
;arch;;;;;;['preparation', 'spirit', 'worst-players'];593.0;15530.0;-658.0;0.94;0.94;;;;
794.0;aris;5.8;0.62;0.71;68.17;41.0;['strife', 'bhop', 'x13'];301.0;8007.0;-447.0;0.92;0.94;;;;
;arki;;;;;;['saw'];889.0;23396.0;-1274.0;0.92;0.92;;;;
542.0;arrozdoce;5.9;0.64;0.66;72.65;291.0;['saw', 'ftw'];489.0;12495.0;-87.0;0.99;0.98;;;;
;arvid;;;;;;['sj'];966.0;25925.0;-1271.0;0.93;0.94;;;;
;arya;;;;;;['splyce', '3sup'];440.0;11291.0;-868.0;0.89;0.92;;;;
28.0;asap;6.4;0.72;0.65;82.24;75.0;['rooster', 'paradox'];415.0;10296.0;841.0;1.12;1.08;;;;
;asmo;;;;;;['alternate-attax', 'nfaculty', '3dmax'];265.0;6696.0;-525.0;0.89;0.92;;;;
412.0;asran;6.0;0.67;0.7;72.3;70.0;;;;;;;;;;
217.0;atarax1a;6.2;0.69;0.66;71.92;114.0;['boca-juniors', 'river-plate'];355.0;9310.0;369.0;1.06;1.02;;;;
;atter;;;;;;['torpedo', 'renegades'];240.0;6228.0;244.0;1.06;1.05;;;;
377.0;aumaN;6.1;0.66;0.65;76.73;68.0;['vici'];932.0;23765.0;1202.0;1.08;1.04;27.0;19.0;11.0;$102,187
;aune;;;;;;['sj', 'vitalis', 'skitlite'];221.0;5856.0;-411.0;0.89;0.9;;;;
430.0;autimatic;6.0;0.67;0.69;75.14;207.0;['cloud9', 'evil-geniuses'];1388.0;35973.0;2409.0;1.1;1.06;12.0;11.0;13.0;$460,666
;ave;;;;;;;;;;;;23.0;14.0;14.0;$95,662
307.0;avid;6.1;0.67;0.66;74.3;136.0;['alliance', 'knasigt'];225.0;5316.0;92.0;1.03;1.0;;;;
275.0;awzek;6.1;0.69;0.69;76.88;290.0;['alternate-attax'];572.0;14483.0;174.0;1.02;1.01;;;;
;ayaya;;;;;;['eclipse', 'born-of-fire', 'flash', 'allgamers'];462.0;11695.0;102.0;1.01;1.01;;;;
;azizz;;;;;;['honoris', 'codewise-unicorns', 'pact'];284.0;7490.0;-132.0;0.98;0.98;;;;
833.0;b0RUP;5.7;0.61;0.67;66.9;408.0;['tricked', 'heroic', 'copenhagen-flames', 'mad-lions'];1737.0;46286.0;291.0;1.01;1.0;25.0;19.0;25.0;$220,212
;b0bbzki;;;;;;['singularity', 'gatekeepers', 'fightclub'];295.0;7647.0;-298.0;0.95;0.96;;;;
725.0;b0denmaster;5.8;0.63;0.64;65.1;166.0;['alliance', 'atk', 'lilmix'];956.0;24755.0;991.0;1.06;1.02;37.0;23.0;24.0;$68,398
;b1elany;;;;;;['pge-turow', 'pact'];349.0;9179.0;-212.0;0.97;0.97;;;;
233.0;b1t;6.2;0.68;0.61;73.02;489.0;['natus-vincere', 'navi-junior'];693.0;18126.0;1130.0;1.1;1.05;13.0;7.0;7.0;$1,161,505
384.0;b4rtiN;6.0;0.67;0.65;71.18;186.0;['legacy', 'teamone', 'godsent'];668.0;17063.0;946.0;1.09;1.05;;;;
117.0;bLitz;6.3;0.71;0.67;81.66;194.0;['themongolz', 'ihc', 'checkmate'];510.0;13268.0;885.0;1.1;1.07;;;;
761.0;baaaaZzz;5.8;0.6;0.61;66.12;133.0;;;;;;;;;;
;baby;;;;;;['nordavind', 'norse'];202.0;5401.0;-260.0;0.93;0.95;;;;
;badger;;;;;;['dark-sided', 'athletico', 'avant'];204.0;5206.0;-28.0;0.99;0.98;;;;
398.0;bajmi;6.0;0.67;0.67;75.65;140.0;['enterprise', 'thunderflash'];212.0;5233.0;-20.0;0.99;0.97;;;;
;balblna;;;;;;['quantum-bellator-fire', 'winstrike'];614.0;16094.0;-1251.0;0.89;0.9;;;;
;barce;;;;;;['scarz-absolute', 'absolute'];264.0;6741.0;-224.0;0.95;0.96;;;;
;baz;;;;;;['spirit-academy'];239.0;5956.0;-128.0;0.97;0.93;;;;
876.0;beastik;5.7;0.6;0.68;67.92;406.0;['sinners'];1226.0;32237.0;-1426.0;0.93;0.93;22.0;16.0;22.0;$84,626
;bedonka;;;;;;['paradox', 'syf'];379.0;9815.0;123.0;1.02;1.01;;;;
645.0;beg0d;5.9;0.63;0.66;70.93;105.0;['bebold', 'mibr-academy', 'ex-corinthians-academy', 'santos'];231.0;5996.0;-175.0;0.96;0.96;;;;
1012.0;ben1337;5.5;0.55;0.69;63.43;166.0;['party-astronauts', 'new-england-whalers'];1194.0;30774.0;-2373.0;0.89;0.89;26.0;11.0;15.0;$75,452
;benny;;;;;;['crowns', 'enyoy', 'awtr'];219.0;5640.0;-118.0;0.97;0.97;;;;
;berg;;;;;;['property', 'flipsid3', 'dendd', 'lemondogs', 'epsilon'];230.0;6076.0;-704.0;0.83;0.85;;;;
;bew;;;;;;['new-england-whalers', 'high-coast', 'yeah', 'bad-news-bears'];421.0;11108.0;-90.0;0.99;0.98;;;;
930.0;bichop;5.6;0.6;0.71;66.6;99.0;['windingo'];259.0;6667.0;-764.0;0.84;0.85;;;;
165.0;biguzera;6.2;0.69;0.66;79.09;327.0;['pain'];1012.0;26258.0;2093.0;1.12;1.07;25.0;19.0;20.0;$111,505
852.0;birdfromsky;5.7;0.58;0.7;71.95;283.0;['lyngby-vikings', 'copenhagen-flames', 'ecstatic'];1161.0;31439.0;-3276.0;0.85;0.86;23.0;13.0;15.0;$90,046
554.0;bl1x1;5.9;0.66;0.7;73.82;64.0;;;;;;;;;;
;blackpoisoN;;;;;;['atk', 'bravado', 'energy', 'denial'];318.0;8089.0;501.0;1.09;1.07;;;;
13.0;blameF;6.6;0.74;0.61;83.49;587.0;['complexity', 'astralis', 'heroic'];1151.0;30646.0;4854.0;1.26;1.15;15.0;8.0;14.0;$327,615
;blaq;;;;;;['masonic', 'agf', 'odense'];247.0;6499.0;-831.0;0.82;0.85;;;;
;bld;;;;;;['yeah', 'teamone', 'red-reserve'];328.0;8579.0;126.0;1.02;1.02;;;;
;blocker;;;;;;['windigo', 'fate', 'bpro'];906.0;24070.0;-559.0;0.97;0.97;17.0;13.0;8.0;$148,119
890.0;bluewhite;5.7;0.62;0.68;70.05;59.0;;;;;;;;;;
311.0;bnc;6.1;0.68;0.7;77.08;117.0;['bebold', 'weplaygames', 'keyd', 'solid', 'falkol'];390.0;9903.0;-412.0;0.94;0.95;;;;
461.0;bnox;6.0;0.65;0.67;74.38;319.0;['permitta', 'pact', 'illuminar', 'pompa'];690.0;17955.0;-252.0;0.98;0.97;;;;
;bnwGiggs;;;;;;['signature', 'beyond', 'alpha-red'];355.0;9111.0;-41.0;0.99;1.0;;;;
829.0;boX;5.7;0.6;0.69;72.23;133.0;['nemiga', 'goodjob', 'websterz'];1468.0;39337.0;-1632.0;0.94;0.94;;;;
454.0;bobeksde;6.0;0.68;0.71;76.46;192.0;['prospects', 'godsent'];518.0;13664.0;-536.0;0.94;0.96;;;;
;bobz;;;;;;['mibr-academy', 'intz', 'santos'];451.0;11974.0;-1597.0;0.81;0.83;;;;
;bodito;;;;;;['budapest-five', 'salamander', 'pixel', 'onyx'];543.0;14427.0;-491.0;0.95;0.96;;;;
283.0;bodyy;6.1;0.68;0.68;77.98;316.0;['g2', 'dbl-poney', 'heet'];1650.0;43404.0;-78.0;1.0;0.99;16.0;20.0;10.0;$364,443
339.0;boltz;6.1;0.65;0.63;76.99;216.0;['immortals', 'luminosity', 'imperial', 'sk'];1444.0;37712.0;2764.0;1.12;1.06;35.0;15.0;18.0;$409,766
824.0;bondik;5.7;0.6;0.67;69.12;32.0;['hellraisers', 'flipsid3', 'winstrike'];1496.0;39214.0;1427.0;1.06;1.02;17.0;17.0;13.0;$152,446
;bottle;;;;;;['born-of-fire', 'eclipse', 'invictus', '5power', 'cyberzen'];768.0;19801.0;871.0;1.06;1.05;;;;
;bq;;;;;;['lilmix'];459.0;12282.0;-149.0;0.98;0.99;;;;
599.0;br0;5.9;0.64;0.67;72.16;281.0;['astralis-talent', 'monte'];486.0;12665.0;32.0;1.0;0.99;9.0;6.0;10.0;$86,309
;breAker;;;;;;['nasr', 'risky'];274.0;7172.0;-323.0;0.93;0.92;;;;
519.0;brett;6.0;0.65;0.71;76.17;141.0;['third-impact', 'wildcard', 'detonate', 'bhop', 'boss'];604.0;15376.0;-675.0;0.94;0.96;;;;
792.0;brn$;5.8;0.63;0.7;72.6;82.0;;;;;;;;;;
356.0;brnz4n;6.1;0.67;0.66;74.21;298.0;['mibr'];506.0;12875.0;520.0;1.06;1.04;7.0;3.0;7.0;$66,959
57.0;broky;6.3;0.72;0.61;74.27;628.0;['faze', 'epsilon'];1003.0;26304.0;2581.0;1.16;1.08;21.0;14.0;15.0;$1,113,215
305.0;brutmonster;6.1;0.68;0.64;71.15;204.0;['zero-tenacity'];449.0;11354.0;717.0;1.1;1.06;;;;
711.0;brzer;5.8;0.65;0.63;65.05;61.0;['astralis-talent', 'ecstatic', 'masonic'];311.0;8307.0;150.0;1.03;0.99;;;;
436.0;bsd;6.0;0.66;0.64;67.23;38.0;['intense', 'sws', 'santos'];201.0;5354.0;119.0;1.03;1.0;;;;
908.0;bubble;5.7;0.58;0.71;71.11;168.0;['windigo', 'e-fragnet', 'fiend'];2398.0;63030.0;77.0;1.0;0.98;47.0;25.0;38.0;$281,570
;buda;;;;;;['9z', '9z-academy'];313.0;7924.0;-583.0;0.89;0.9;;;;
749.0;buster;5.8;0.61;0.61;67.5;406.0;['avangar', 'virtuspro'];1384.0;36606.0;1824.0;1.08;1.02;29.0;15.0;7.0;$500,049
476.0;byali;6.0;0.67;0.71;76.55;78.0;['virtuspro', 'avez'];2067.0;54467.0;1239.0;1.03;1.01;23.0;21.0;35.0;$583,575
879.0;byr9;5.7;0.59;0.66;69.8;127.0;['ec-kyiv', 'ikla'];591.0;15867.0;-293.0;0.97;0.96;;;;
404.0;c0llins;6.0;0.67;0.69;75.58;145.0;['4glory', 'entropiq', 'partizan'];685.0;17737.0;378.0;1.03;1.02;;;;
;cArn;;;;;;;;;;;;30.0;22.0;9.0;$173,272
394.0;cJ;6.0;0.67;0.66;73.26;186.0;;;;;;;;;;
;cJ dA K1nG;;;;;;['nouns', 'chococheck'];618.0;15627.0;-124.0;0.99;0.98;;;;
277.0;cadiaN;6.1;0.66;0.59;70.1;590.0;['heroic', 'rogue'];1740.0;45688.0;3059.0;1.11;1.04;24.0;16.0;28.0;$617,605
1066.0;caike;5.2;0.51;0.74;60.25;34.0;['g3x', 'yeah', 'isurus', 'teamone'];575.0;15020.0;-586.0;0.94;0.94;;;;
;cajunb;;;;;;['north', 'tsm', 'optic', 'dignitas'];1751.0;45848.0;2868.0;1.1;1.05;29.0;24.0;23.0;$433,461
;callum_murray;;;;;;['mako', 'stirlzs-angels', 'ex-fury', 'fury', 'rot'];269.0;6757.0;-587.0;0.88;0.9;;;;
;cam;;;;;;['singularity', 'gorilla-gang', 'chaos'];544.0;13974.0;169.0;1.02;1.0;;;;
723.0;capseN;5.8;0.62;0.62;65.2;58.0;['eclot', 'brute'];501.0;13284.0;450.0;1.05;1.0;;;;
;captainMo;;;;;;['tyloo', 'onethree'];856.0;21978.0;517.0;1.03;1.02;78.0;19.0;18.0;$233,839
38.0;card;6.4;0.74;0.61;73.86;96.0;['mibr-academy'];262.0;6923.0;723.0;1.17;1.09;;;;
;casey;;;;;;['rebels', 'paloma', 'permitta', 'ignis-serpens'];243.0;6325.0;196.0;1.04;1.05;;;;
139.0;cass1n;6.3;0.68;0.55;67.94;91.0;['pain', 'pain-academy'];211.0;5583.0;757.0;1.24;1.1;;;;
;cbbk;;;;;;['lucid-dream', 'beyond'];404.0;10342.0;163.0;1.02;1.0;;;;
;ceh9;;;;;;;;;;;;17.0;14.0;20.0;$84,263
280.0;cej0t;6.1;0.7;0.7;78.67;206.0;['sprout', 'thunderflash'];266.0;6441.0;-88.0;0.98;0.98;;;;
284.0;cerolzin;6.1;0.69;0.7;79.71;103.0;;;;;;;;;;
656.0;chance;5.9;0.65;0.66;68.16;39.0;;;;;;;;;;
;chawzyyy;;;;;;['galaxy-racer', 'apeks'];440.0;11619.0;577.0;1.08;1.04;;;;
220.0;chay;6.2;0.68;0.65;75.75;132.0;['fluxo', 'sharks', 'sws'];420.0;10711.0;304.0;1.04;1.03;;;;
416.0;chelleos;6.0;0.65;0.65;68.9;72.0;['rooster', 'madlikewizards', 'paradox'];717.0;18121.0;1569.0;1.13;1.1;;;;
425.0;chelo;6.0;0.67;0.68;73.39;297.0;['furia', 'intz', 'mibr', 'luminosity'];1150.0;29607.0;1415.0;1.07;1.05;23.0;6.0;15.0;$145,508
943.0;choiv7;5.6;0.57;0.68;67.98;71.0;['ination', 'the-chosen-few'];286.0;7431.0;-574.0;0.89;0.89;;;;
341.0;chop;6.1;0.68;0.66;72.31;138.0;['party-astronauts', 'rbg', 'vendetta', 'carpe-diem'];779.0;20328.0;162.0;1.01;0.99;;;;
848.0;chopper;5.7;0.6;0.65;67.93;444.0;['spirit', 'vega-squadron'];1362.0;35722.0;-618.0;0.97;0.96;21.0;15.0;10.0;$391,264
999.0;chrisJ;5.5;0.55;0.67;61.93;75.0;['mouz'];1719.0;45211.0;1107.0;1.04;1.02;42.0;20.0;18.0;$610,834
541.0;christo;5.9;0.64;0.62;65.98;62.0;['lrv', 'durany', 'fusion'];282.0;7433.0;172.0;1.04;1.0;;;;
;chuch;;;;;;['tainted-minds', 'athletico'];305.0;7824.0;-62.0;0.99;0.98;;;;
841.0;ckzao;5.7;0.6;0.68;69.01;69.0;['red-canids', 'imperial', 'neverest'];334.0;8833.0;-156.0;0.97;0.98;;;;
355.0;clax;6.1;0.67;0.63;72.75;342.0;['9-pandas', 'trident', 'k23'];809.0;20847.0;800.0;1.06;1.02;;;;
457.0;coldzera;6.0;0.67;0.65;71.53;308.0;['sk', 'faze', 'luminosity', '00nation', 'mibr'];1681.0;43739.0;5852.0;1.22;1.13;26.0;16.0;29.0;$1,033,670
870.0;consss;5.7;0.61;0.73;71.26;51.0;['sc', 'synck', 'the-prodigies', 'estownia'];230.0;5993.0;-429.0;0.9;0.92;;;;
463.0;consti;6.0;0.65;0.63;66.18;62.0;['vendetta'];351.0;9031.0;187.0;1.03;0.99;;;;
;cookie;;;;;;['1620-kings', 'sylyx', 'yellow', 'astral-influence', 'carnage', 'antic'];220.0;5689.0;-30.0;0.99;0.99;;;;
484.0;cool4st;6.0;0.66;0.66;69.88;50.0;['nkt', 'eruption', 'checkmate', 'atox', 'tiger'];234.0;6086.0;356.0;1.09;1.06;;;;
957.0;coolio;5.6;0.57;0.65;62.85;59.0;['budapest-five', 'salamander', 'onyx'];471.0;12541.0;-737.0;0.91;0.9;;;;
799.0;corn;5.8;0.63;0.7;69.92;37.0;;;;;;;;;;
;cosmeeeN;;;;;;['epsilon', 'nexus', 'xpc'];319.0;8310.0;1109.0;1.2;1.16;;;;
501.0;cptkurtka023;6.0;0.67;0.72;74.39;259.0;['b8'];416.0;10521.0;-334.0;0.96;0.97;;;;
;crank;;;;;;['seal', 'avez', 'attackieren'];226.0;6006.0;-103.0;0.97;0.96;;;;
;crashies;;;;;;['riot-squad', 'bad-news-bears'];336.0;8723.0;459.0;1.08;1.05;;;;
;crisby;;;;;;['alternate-attax', 'euronics', 'unicorns-of-love'];1210.0;31547.0;-1814.0;0.92;0.93;29.0;28.0;25.0;$72,360
;cromen;;;;;;['nordavind'];653.0;17335.0;67.0;1.01;1.0;;;;
;crow;;;;;;['scarz-absolute', 'absolute'];277.0;7092.0;-35.0;0.99;0.97;;;;
;crush;;;;;;['pro100', 'vega-squadron', 'hellraisers'];732.0;19295.0;-1476.0;0.89;0.9;;;;
;curry;;;;;;['triumph', 'rebirth', 'under-21', 'divine'];259.0;6821.0;-58.0;0.99;1.0;;;;
182.0;cxzi;6.2;0.7;0.73;82.79;167.0;['party-astronauts', 'triumph', 'vendetta'];819.0;21255.0;27.0;1.0;1.02;16.0;20.0;8.0;$68,875
246.0;cynic;6.1;0.69;0.66;76.34;160.0;['nouns', 'party-astronauts', 'triumph', 'gaimin-gladiators'];1055.0;27235.0;2126.0;1.12;1.07;22.0;29.0;12.0;$83,843
;cype;;;;;;['lemondogs', 'dendd', 'lgb'];202.0;5290.0;-313.0;0.91;0.92;;;;
95.0;d1Ledez;6.3;0.72;0.68;79.05;287.0;['9-pandas', 'singularity'];508.0;12871.0;516.0;1.06;1.05;;;;
;d4rty;;;;;;['boss', 'strife', 'wildcard', 'northern-forces'];431.0;10728.0;-12.0;1.0;0.98;;;;
;d4v41;;;;;;['boot', 'frostfire', 'fire-dragoon', 'boot-ds'];308.0;8005.0;1358.0;1.27;1.18;;;;
;dEE;;;;;;['lvlup', '4glory', 'juggernauts', 'bluejays'];512.0;13533.0;657.0;1.07;1.04;;;;
;dERZKIY;;;;;;['k29', 'anox'];419.0;10917.0;-406.0;0.95;0.95;;;;
;dOBRIY;;;;;;['goodjob', 'project-x', 'monolith'];207.0;5431.0;55.0;1.02;1.0;;;;
365.0;damyo;6.1;0.68;0.69;76.77;47.0;['antic', 'sunday-school', 'the-big-dogs'];321.0;7857.0;119.0;1.02;1.02;;;;
889.0;dan1;5.7;0.61;0.69;68.54;107.0;['bluejays'];514.0;13598.0;-684.0;0.93;0.93;;;;
667.0;dangeR;5.9;0.63;0.62;68.31;43.0;['rooster', 'paradox', 'mindfreak'];419.0;10522.0;78.0;1.01;0.99;;;;
409.0;danoco;6.0;0.68;0.72;77.79;170.0;['flamengo', 'red-canids', 'bravos', 'uno-mille'];511.0;13113.0;-664.0;0.93;0.95;;;;
;dapr;;;;;;['eunited'];594.0;15426.0;1002.0;1.1;1.07;;;;
1059.0;daps;5.3;0.53;0.7;61.74;44.0;['nrg', 'optic', 'geng'];1137.0;29448.0;-2452.0;0.87;0.88;17.0;9.0;18.0;$260,970
997.0;darchevile;5.5;0.57;0.7;66.46;160.0;['los-kogutos', 'ago'];406.0;10887.0;-1124.0;0.85;0.87;;;;
58.0;dare;6.3;0.74;0.71;79.84;115.0;['timbermen', 'iron-blood', 'badass'];420.0;10587.0;721.0;1.1;1.08;;;;
763.0;darko;5.8;0.6;0.69;70.36;89.0;['pge-turow', 'pact'];1045.0;28038.0;-1180.0;0.94;0.94;;;;
;darti;;;;;;['torpedo', 'archangels', 'crowns'];305.0;7931.0;160.0;1.03;1.01;;;;
;dav1dK;;;;;;['berzerk', 'euronics', 'ad-hoc'];207.0;5375.0;-340.0;0.91;0.93;;;;
77.0;dav1deuS;6.3;0.73;0.68;81.08;232.0;['red-canids', '9z', 'paquet'];662.0;16839.0;1315.0;1.12;1.1;;;;
918.0;dav1g;5.7;0.59;0.68;68.19;307.0;['koi', 'movistar-riders'];542.0;14011.0;-1332.0;0.86;0.87;3.0;5.0;7.0;$74,688
;dazzLe;;;;;;['eunited', 'rise-nation', 'new-identity'];690.0;17971.0;-8.0;1.0;1.01;;;;
;deStiny;;;;;;['ground-zero', 'immunity', 'chiefs'];272.0;6975.0;64.0;1.01;1.04;;;;
4.0;dea;6.8;0.83;0.63;86.03;103.0;;;;;;;;;;
924.0;debo;5.7;0.58;0.65;67.07;46.0;;;;;;;;;;
;decent;;;;;;['torpedo', 'crowns'];215.0;5612.0;-294.0;0.92;0.92;;;;
;decenty;;;;;;['imperial', 'o-plano', 'furia-academy'];448.0;11136.0;1211.0;1.17;1.1;;;;
518.0;deco;6.0;0.64;0.66;73.15;197.0;['isurus', 'bestia', 'malvinas'];700.0;18227.0;-131.0;0.99;0.97;;;;
;def;;;;;;['pro100', 'acg'];605.0;15797.0;-1593.0;0.85;0.86;;;;
36.0;degster;6.4;0.73;0.58;73.07;305.0;['espada', 'spirit', 'og'];833.0;22369.0;3953.0;1.29;1.18;13.0;6.0;12.0;$155,613
9.0;deko;6.6;0.78;0.59;78.88;326.0;['aurora', '1win'];822.0;21440.0;4459.0;1.36;1.2;15.0;9.0;9.0;$97,974
575.0;delboNi;5.9;0.65;0.67;72.0;71.0;['imperial', 'case', 'yeah'];696.0;17913.0;298.0;1.03;1.0;;;;
980.0;denis;5.6;0.59;0.72;67.84;51.0;['sprout', 'mouz'];1840.0;48974.0;-1863.0;0.95;0.95;28.0;21.0;21.0;$195,473
;dennis;;;;;;['apeks', 'fnatic', 'ninjas-in-pyjamas', 'gamerlegion'];1578.0;41942.0;1136.0;1.04;1.03;22.0;10.0;15.0;$362,401
282.0;dennyslaw;6.1;0.69;0.62;69.48;300.0;['500', 'skade'];1627.0;43507.0;3685.0;1.13;1.07;27.0;9.0;11.0;$112,871
;dephh;;;;;;['complexity'];790.0;20560.0;-336.0;0.98;0.99;4.0;4.0;7.0;$81,924
252.0;desh;6.1;0.69;0.62;68.66;79.0;['meta', 'intz', 'jaguares'];426.0;11083.0;699.0;1.1;1.05;;;;
;desi;;;;;;['winterfox', 'complexity', 'skdc'];430.0;10986.0;99.0;1.01;1.01;;;;
393.0;destiny;6.0;0.68;0.67;74.37;183.0;['paquet', 'red-canids', 'luminosity', 'intz'];1423.0;36409.0;833.0;1.03;1.03;;;;
491.0;detr0ittJ;6.0;0.64;0.61;66.18;139.0;['galorys', 'red-canids', 'daotsu', 'filhos-de-d10s', 'black-dragons'];506.0;12829.0;878.0;1.11;1.05;;;;
20.0;dev1ce;6.5;0.74;0.61;78.08;481.0;;;;;;;48.0;27.0;37.0;$2,018,278
;device;;;;;;['astralis', 'tsm'];2009.0;52209.0;8121.0;1.25;1.16;;;;
480.0;devoduvek;6.0;0.64;0.7;74.93;34.0;['ldlc', 'misfits', 'heretics'];722.0;19153.0;-685.0;0.95;0.95;13.0;10.0;7.0;$65,828
837.0;dexter;5.7;0.62;0.7;69.81;412.0;['grayhound', 'mouz'];1231.0;31345.0;1618.0;1.08;1.05;19.0;10.0;13.0;$189,610
;dezon;;;;;;['galaxy-racer', 'savage', 'japaleno'];555.0;14946.0;-248.0;0.97;0.95;;;;
;dfen;;;;;;['unknown', 'alpha'];248.0;6461.0;-132.0;0.97;0.98;;;;
